Blocks:
<block:agricraft:crop>, tile.agricraft:crop.name
<block:bigreactors:turbinerotorshaft>, Turbine Rotor Shaft (Legacy)
<block:bigreactors:yellorium>, tile.bigreactors:yellorium.name
<block:biomesoplenty:ash_block>, Ash Block
<block:biomesoplenty:bamboo>, Bamboo
<block:biomesoplenty:bamboo_thatching>, Bamboo Thatching
<block:biomesoplenty:biome_block>, Biome Essence Ore
<block:biomesoplenty:blood>, tile.null.name
<block:biomesoplenty:blue_fire>, Blue Fire
<block:biomesoplenty:bramble_plant>, Bramble
<block:biomesoplenty:cherry_door_block>, item.cherry_door_block.name
<block:biomesoplenty:cherry_fence>, Cherry Fence
<block:biomesoplenty:cherry_fence_gate>, Cherry Fence Gate
<block:biomesoplenty:cherry_stairs>, Cherry Wood Stairs
<block:biomesoplenty:coral>, tile.coral.name
<block:biomesoplenty:crystal>, Celestial Crystal
<block:biomesoplenty:dirt>, Dirt
<block:biomesoplenty:double_other_slab>, tile.double_other_slab.name
<block:biomesoplenty:double_plant>, tile.double_plant.name
<block:biomesoplenty:double_wood_slab_0>, tile.double_wood_slab_0.name
<block:biomesoplenty:double_wood_slab_1>, tile.double_wood_slab_1.name
<block:biomesoplenty:dried_sand>, Dried Sand
<block:biomesoplenty:ebony_door_block>, item.ebony_door_block.name
<block:biomesoplenty:ebony_fence>, Ebony Fence
<block:biomesoplenty:ebony_fence_gate>, Ebony Fence Gate
<block:biomesoplenty:ebony_stairs>, Ebony Wood Stairs
<block:biomesoplenty:ethereal_door_block>, item.ethereal_door_block.name
<block:biomesoplenty:ethereal_fence>, Ethereal Fence
<block:biomesoplenty:ethereal_fence_gate>, Ethereal Fence Gate
<block:biomesoplenty:ethereal_stairs>, Ethereal Wood Stairs
<block:biomesoplenty:eucalyptus_door_block>, item.eucalyptus_door_block.name
<block:biomesoplenty:eucalyptus_fence>, Eucalyptus Fence
<block:biomesoplenty:eucalyptus_fence_gate>, Eucalyptus Fence Gate
<block:biomesoplenty:eucalyptus_stairs>, Eucalyptus Wood Stairs
<block:biomesoplenty:farmland_0>, tile.farmland_0.name
<block:biomesoplenty:farmland_1>, tile.farmland_1.name
<block:biomesoplenty:fir_door_block>, item.fir_door_block.name
<block:biomesoplenty:fir_fence>, Fir Fence
<block:biomesoplenty:fir_fence_gate>, Fir Fence Gate
<block:biomesoplenty:fir_stairs>, Fir Wood Stairs
<block:biomesoplenty:flesh>, Flesh
<block:biomesoplenty:flower_0>, tile.flower_0.name
<block:biomesoplenty:flower_1>, tile.flower_1.name
<block:biomesoplenty:gem_block>, tile.gem_block.name
<block:biomesoplenty:gem_ore>, tile.gem_ore.name
<block:biomesoplenty:grass>, Grass Block
<block:biomesoplenty:grass_path>, tile.grass_path.name
<block:biomesoplenty:hard_ice>, Hardened Ice
<block:biomesoplenty:hellbark_door_block>, item.hellbark_door_block.name
<block:biomesoplenty:hellbark_fence>, Hellbark Fence
<block:biomesoplenty:hellbark_fence_gate>, Hellbark Fence Gate
<block:biomesoplenty:hellbark_stairs>, Hellbark Wood Stairs
<block:biomesoplenty:hive>, tile.hive.name
<block:biomesoplenty:honey>, tile.null.name
<block:biomesoplenty:honey_block>, Honey Block
<block:biomesoplenty:hot_spring_water>, tile.null.name
<block:biomesoplenty:ivy>, Ivy
<block:biomesoplenty:jacaranda_door_block>, item.jacaranda_door_block.name
<block:biomesoplenty:jacaranda_fence>, Jacaranda Fence
<block:biomesoplenty:jacaranda_fence_gate>, Jacaranda Fence Gate
<block:biomesoplenty:jacaranda_stairs>, Jacaranda Wood Stairs
<block:biomesoplenty:leaves_0>, tile.leaves_0.name
<block:biomesoplenty:leaves_1>, tile.leaves_1.name
<block:biomesoplenty:leaves_2>, tile.leaves_2.name
<block:biomesoplenty:leaves_3>, tile.leaves_3.name
<block:biomesoplenty:leaves_4>, tile.leaves_4.name
<block:biomesoplenty:leaves_5>, tile.leaves_5.name
<block:biomesoplenty:leaves_6>, tile.leaves_6.name
<block:biomesoplenty:log_0>, tile.log_0.name
<block:biomesoplenty:log_1>, tile.log_1.name
<block:biomesoplenty:log_2>, tile.log_2.name
<block:biomesoplenty:log_3>, tile.log_3.name
<block:biomesoplenty:log_4>, tile.log_4.name
<block:biomesoplenty:magic_door_block>, item.magic_door_block.name
<block:biomesoplenty:magic_fence>, Magic Fence
<block:biomesoplenty:magic_fence_gate>, Magic Fence Gate
<block:biomesoplenty:magic_stairs>, Magic Wood Stairs
<block:biomesoplenty:mahogany_door_block>, item.mahogany_door_block.name
<block:biomesoplenty:mahogany_fence>, Mahogany Fence
<block:biomesoplenty:mahogany_fence_gate>, Mahogany Fence Gate
<block:biomesoplenty:mahogany_stairs>, Mahogany Wood Stairs
<block:biomesoplenty:mangrove_door_block>, item.mangrove_door_block.name
<block:biomesoplenty:mangrove_fence>, Mangrove Fence
<block:biomesoplenty:mangrove_fence_gate>, Mangrove Fence Gate
<block:biomesoplenty:mangrove_stairs>, Mangrove Wood Stairs
<block:biomesoplenty:mud>, tile.mud.name
<block:biomesoplenty:mud_brick_block>, Mud Bricks
<block:biomesoplenty:mud_brick_stairs>, Mud Bricks Stairs
<block:biomesoplenty:mushroom>, Mushroom
<block:biomesoplenty:other_slab>, tile.other_slab.name
<block:biomesoplenty:palm_door_block>, item.palm_door_block.name
<block:biomesoplenty:palm_fence>, Palm Fence
<block:biomesoplenty:palm_fence_gate>, Palm Fence Gate
<block:biomesoplenty:palm_stairs>, Palm Wood Stairs
<block:biomesoplenty:pine_door_block>, item.pine_door_block.name
<block:biomesoplenty:pine_fence>, Pine Fence
<block:biomesoplenty:pine_fence_gate>, Pine Fence Gate
<block:biomesoplenty:pine_stairs>, Pine Wood Stairs
<block:biomesoplenty:planks_0>, tile.planks_0.name
<block:biomesoplenty:plant_0>, tile.plant_0.name
<block:biomesoplenty:plant_1>, tile.plant_1.name
<block:biomesoplenty:poison>, tile.null.name
<block:biomesoplenty:redwood_door_block>, item.redwood_door_block.name
<block:biomesoplenty:redwood_fence>, Redwood Fence
<block:biomesoplenty:redwood_fence_gate>, Redwood Fence Gate
<block:biomesoplenty:redwood_stairs>, Redwood Wood Stairs
<block:biomesoplenty:sacred_oak_door_block>, item.sacred_oak_door_block.name
<block:biomesoplenty:sacred_oak_fence>, Sacred Oak Fence
<block:biomesoplenty:sacred_oak_fence_gate>, Sacred Oak Fence Gate
<block:biomesoplenty:sacred_oak_stairs>, Sacred Oak Wood Stairs
<block:biomesoplenty:sand>, tile.null.name
<block:biomesoplenty:sapling_0>, tile.sapling_0.name
<block:biomesoplenty:sapling_1>, tile.sapling_1.name
<block:biomesoplenty:sapling_2>, tile.sapling_2.name
<block:biomesoplenty:seaweed>, tile.seaweed.name
<block:biomesoplenty:terrarium>, tile.terrarium.name
<block:biomesoplenty:umbran_door_block>, item.umbran_door_block.name
<block:biomesoplenty:umbran_fence>, Umbran Fence
<block:biomesoplenty:umbran_fence_gate>, Umbran Fence Gate
<block:biomesoplenty:umbran_stairs>, Umbran Wood Stairs
<block:biomesoplenty:waterlily>, Lily Pad
<block:biomesoplenty:white_sand>, White Sand
<block:biomesoplenty:white_sandstone>, tile.white_sandstone.name
<block:biomesoplenty:white_sandstone_stairs>, White Sandstone Stairs
<block:biomesoplenty:willow_door_block>, item.willow_door_block.name
<block:biomesoplenty:willow_fence>, Willow Fence
<block:biomesoplenty:willow_fence_gate>, Willow Fence Gate
<block:biomesoplenty:willow_stairs>, Willow Wood Stairs
<block:biomesoplenty:willow_vine>, Willow Vine
<block:biomesoplenty:wood_slab_0>, tile.wood_slab_0.name
<block:biomesoplenty:wood_slab_1>, tile.wood_slab_1.name
<block:blockcraftery:editable_block>, Framed Block
<block:blockcraftery:editable_block_reinforced>, Reinforced Framed Block
<block:blockcraftery:editable_door>, Framed Door
<block:blockcraftery:editable_door_reinforced>, Reinforced Framed Door
<block:blockcraftery:editable_double_slab>, tile.editable_double_slab.name
<block:blockcraftery:editable_double_slab_reinforced>, tile.editable_double_slab_reinforced.name
<block:blockcraftery:editable_fence>, Framed Fence
<block:blockcraftery:editable_fence_reinforced>, Reinforced Framed Fence
<block:blockcraftery:editable_inner_corner>, Framed Inner Corner
<block:blockcraftery:editable_inner_corner_reinforced>, Reinforced Framed Inner Corner
<block:blockcraftery:editable_outer_corner>, Framed Outer Corner
<block:blockcraftery:editable_outer_corner_reinforced>, Reinforced Framed Outer Corner
<block:blockcraftery:editable_pressure_plate_all>, Framed Pressure Plate (All)
<block:blockcraftery:editable_pressure_plate_all_reinforced>, Reinforced Framed Pressure Plate (All)
<block:blockcraftery:editable_pressure_plate_items>, Framed Pressure Plate (Items)
<block:blockcraftery:editable_pressure_plate_items_reinforced>, Reinforced Framed Pressure Plate (Items)
<block:blockcraftery:editable_pressure_plate_mobs>, Framed Pressure Plate (Mobs)
<block:blockcraftery:editable_pressure_plate_mobs_reinforced>, Reinforced Framed Pressure Plate (Mobs)
<block:blockcraftery:editable_pressure_plate_player>, Framed Pressure Plate (Players)
<block:blockcraftery:editable_pressure_plate_player_reinforced>, Reinforced Framed Pressure Plate (Players)
<block:blockcraftery:editable_slab>, Framed Slab
<block:blockcraftery:editable_slab_reinforced>, Reinforced Framed Slab
<block:blockcraftery:editable_slant>, Framed Slant
<block:blockcraftery:editable_slant_reinforced>, Reinforced Framed Slant
<block:blockcraftery:editable_stairs>, Framed Stairs
<block:blockcraftery:editable_stairs_reinforced>, Reinforced Framed Stairs
<block:blockcraftery:editable_trap_door>, Framed Trapdoor
<block:blockcraftery:editable_trap_door_reinforced>, Reinforced Framed Trapdoor
<block:blockcraftery:editable_wall>, tile.editable_wall.normal.name
<block:blockcraftery:editable_wall_reinforced>, tile.editable_wall_reinforced.normal.name
<block:bountiful:bountyboard>, Bounty Board
<block:brewcraft:distiller>, Distiller
<block:brewcraft:pamhopscrop>, tile.pamhopscrop.name
<block:cfm:bar_stool>, tile.bar_stool.name
<block:cfm:basin>, Basin
<block:cfm:bath_bottom>, Bath
<block:cfm:bath_top>, Bath
<block:cfm:bedside_cabinet_acacia>, Acacia Bedside Cabinet
<block:cfm:bedside_cabinet_andesite>, Andesite Bedside Cabinet
<block:cfm:bedside_cabinet_birch>, Birch Bedside Cabinet
<block:cfm:bedside_cabinet_dark_oak>, Dark Oak Bedside Cabinet
<block:cfm:bedside_cabinet_diorite>, Diorite Bedside Cabinet
<block:cfm:bedside_cabinet_granite>, Granite Bedside Cabinet
<block:cfm:bedside_cabinet_jungle>, Jungle Bedside Cabinet
<block:cfm:bedside_cabinet_oak>, Oak Bedside Cabinet
<block:cfm:bedside_cabinet_spruce>, Spruce Bedside Cabinet
<block:cfm:bedside_cabinet_stone>, Stone Bedside Cabinet
<block:cfm:bench>, Outdoor Bench
<block:cfm:bin>, Bin
<block:cfm:bird_bath>, Bird Bath
<block:cfm:blender>, Blender
<block:cfm:blinds_acacia_closed>, Acacia Blinds
<block:cfm:blinds_acacia_open>, Acacia Blinds
<block:cfm:blinds_birch_closed>, Birch Blinds
<block:cfm:blinds_birch_open>, Birch Blinds
<block:cfm:blinds_closed>, Oak Blinds
<block:cfm:blinds_dark_oak_closed>, Dark Oak Blinds
<block:cfm:blinds_dark_oak_open>, Dark Oak Blinds
<block:cfm:blinds_jungle_closed>, Jungle Blinds
<block:cfm:blinds_jungle_open>, Jungle Blinds
<block:cfm:blinds_open>, Oak Blinds
<block:cfm:blinds_spruce_closed>, Spruce Blinds
<block:cfm:blinds_spruce_open>, Spruce Blinds
<block:cfm:cabinet_acacia>, Acacia Cabinet
<block:cfm:cabinet_andesite>, Andesite Cabinet
<block:cfm:cabinet_birch>, Birch Cabinet
<block:cfm:cabinet_dark_oak>, Dark Oak Cabinet
<block:cfm:cabinet_diorite>, Diorite Cabinet
<block:cfm:cabinet_granite>, Granite Cabinet
<block:cfm:cabinet_jungle>, Jungle Cabinet
<block:cfm:cabinet_kitchen>, tile.cabinet_kitchen.name
<block:cfm:cabinet_oak>, Oak Cabinet
<block:cfm:cabinet_spruce>, Spruce Cabinet
<block:cfm:cabinet_stone>, Stone Cabinet
<block:cfm:candle>, Candle
<block:cfm:castle_netting>, Castle Netting
<block:cfm:ceiling_fan>, Ceiling Fan
<block:cfm:ceiling_light_off>, Ceiling Light
<block:cfm:ceiling_light_on>, Ceiling Light (On)
<block:cfm:chair_acacia>, Acacia Chair
<block:cfm:chair_andesite>, Andesite Chair
<block:cfm:chair_birch>, Birch Chair
<block:cfm:chair_dark_oak>, Dark Oak Chair
<block:cfm:chair_diorite>, Diorite Chair
<block:cfm:chair_granite>, Granite Chair
<block:cfm:chair_jungle>, Jungle Chair
<block:cfm:chair_oak>, Oak Chair
<block:cfm:chair_spruce>, Spruce Chair
<block:cfm:chair_stone>, Stone Chair
<block:cfm:chimney>, Chimney
<block:cfm:chopping_board>, Chopping Board
<block:cfm:coffee_table_acacia>, Acacia Coffee Table
<block:cfm:coffee_table_andesite>, Andesite Coffee Table
<block:cfm:coffee_table_birch>, Birch Coffee Table
<block:cfm:coffee_table_dark_oak>, Dark Oak Coffee Table
<block:cfm:coffee_table_diorite>, Diorite Coffee Table
<block:cfm:coffee_table_granite>, Granite Coffee Table
<block:cfm:coffee_table_jungle>, Jungle Coffee Table
<block:cfm:coffee_table_oak>, Oak Coffee Table
<block:cfm:coffee_table_spruce>, Spruce Coffee Table
<block:cfm:coffee_table_stone>, Stone Coffee Table
<block:cfm:computer>, Computer
<block:cfm:cookie_jar>, Cookie Jar
<block:cfm:couch>, tile.couch.name
<block:cfm:couch_jeb>, Rave Couch
<block:cfm:counter>, tile.counter.name
<block:cfm:counter_drawer>, tile.counter_drawer.name
<block:cfm:counter_sink>, tile.counter_sink.name
<block:cfm:crate>, Crate
<block:cfm:crate_acacia>, Acacia Crate
<block:cfm:crate_birch>, Birch Crate
<block:cfm:crate_dark_oak>, Dark Oak Crate
<block:cfm:crate_jungle>, Jungle Crate
<block:cfm:crate_spruce>, Spruce Crate
<block:cfm:cup>, tile.cup.name
<block:cfm:curtains_closed>, tile.curtains_closed.name
<block:cfm:curtains_open>, tile.curtains_open.name
<block:cfm:desk_acacia>, Acacia Desk
<block:cfm:desk_andesite>, Andesite Desk
<block:cfm:desk_birch>, Birch Desk
<block:cfm:desk_cabinet_acacia>, Acacia Desk Cabinet
<block:cfm:desk_cabinet_andesite>, Andesite Desk Cabinet
<block:cfm:desk_cabinet_birch>, Birch Desk Cabinet
<block:cfm:desk_cabinet_dark_oak>, Dark Oak Desk Cabinet
<block:cfm:desk_cabinet_diorite>, Diorite Desk Cabinet
<block:cfm:desk_cabinet_granite>, Granite Desk Cabinet
<block:cfm:desk_cabinet_jungle>, Jungle Desk Cabinet
<block:cfm:desk_cabinet_oak>, Oak Desk Cabinet
<block:cfm:desk_cabinet_spruce>, Spruce Desk Cabinet
<block:cfm:desk_cabinet_stone>, Stone Desk Cabinet
<block:cfm:desk_dark_oak>, Dark Oak Desk
<block:cfm:desk_diorite>, Diorite Desk
<block:cfm:desk_granite>, Granite Desk
<block:cfm:desk_jungle>, Jungle Desk
<block:cfm:desk_oak>, Oak Desk
<block:cfm:desk_spruce>, Spruce Desk
<block:cfm:desk_stone>, Stone Desk
<block:cfm:digital_clock>, Digital Clock
<block:cfm:dishwasher>, Dishwasher
<block:cfm:divingboard_base>, Divingboard
<block:cfm:divingboard_plank>, tile.divingboard_plank.name
<block:cfm:door_bell>, Oak Door Bell
<block:cfm:door_bell_acacia>, Acacia Door Bell
<block:cfm:door_bell_birch>, Birch Door Bell
<block:cfm:door_bell_dark_oak>, Dark Oak Door Bell
<block:cfm:door_bell_jungle>, Jungle Door Bell
<block:cfm:door_bell_spruce>, Spruce Door Bell
<block:cfm:door_mat>, tile.door_mat.name
<block:cfm:electric_fence>, Electric Fence
<block:cfm:esky>, tile.esky.name
<block:cfm:fairy_light>, Fairy Light
<block:cfm:fire_alarm_off>, Fire Alarm
<block:cfm:fire_alarm_on>, Fire Alarm (On)
<block:cfm:fire_pit_off>, Fire Pit
<block:cfm:fire_pit_on>, Fire Pit
<block:cfm:freezer>, Fridge
<block:cfm:fridge>, Fridge
<block:cfm:grand_chair_bottom>, Grand Chair
<block:cfm:grand_chair_top>, Grand Chair
<block:cfm:grill>, Grill
<block:cfm:hedge_acacia>, Acacia Hedge
<block:cfm:hedge_birch>, Birch Hedge
<block:cfm:hedge_dark_oak>, Dark Oak Hedge
<block:cfm:hedge_jungle>, Jungle Hedge
<block:cfm:hedge_oak>, Oak Hedge
<block:cfm:hedge_spruce>, Spruce Hedge
<block:cfm:inflatable_castle>, Inflatable Castle
<block:cfm:lamp_off>, tile.lamp_off.name
<block:cfm:lamp_on>, Lamp
<block:cfm:light_switch_off>, Light Switch
<block:cfm:light_switch_on>, Light Switch
<block:cfm:mail_box>, Oak Mail Box
<block:cfm:mail_box_acacia>, Acacia Mail Box
<block:cfm:mail_box_birch>, Birch Mail Box
<block:cfm:mail_box_dark_oak>, Dark Oak Mail Box
<block:cfm:mail_box_jungle>, Jungle Mail Box
<block:cfm:mail_box_spruce>, Spruce Mail Box
<block:cfm:mantel_piece>, Mantelpiece
<block:cfm:microwave>, Microwave
<block:cfm:mirror>, Mirror
<block:cfm:modern_bed_bottom>, tile.modern_bed_bottom.name
<block:cfm:modern_bed_top>, tile.modern_bed_top.name
<block:cfm:modern_chair>, Modern Chair
<block:cfm:modern_coffee_table>, Modern Coffee Table
<block:cfm:modern_couch>, tile.modern_couch.name
<block:cfm:modern_light_off>, Modern Light
<block:cfm:modern_light_on>, Modern Light
<block:cfm:modern_sliding_door>, Modern Sliding Door
<block:cfm:modern_stair>, Modern Stairs
<block:cfm:modern_table>, Modern Table
<block:cfm:modern_table_outdoor>, Modern Outdoor Table
<block:cfm:modern_tv>, Modern TV
<block:cfm:modern_window>, Modern Window
<block:cfm:oven>, Oven
<block:cfm:park_bench_acacia>, Acacia Park Bench
<block:cfm:park_bench_birch>, Birch Park Bench
<block:cfm:park_bench_dark_oak>, Dark Oak Park Bench
<block:cfm:park_bench_jungle>, Jungle Park Bench
<block:cfm:park_bench_oak>, Oak Park Bench
<block:cfm:park_bench_spruce>, Spruce Park Bench
<block:cfm:photo_frame>, tile.photo_frame.name
<block:cfm:plate>, Plate
<block:cfm:present>, tile.present.name
<block:cfm:printer>, Printer
<block:cfm:range_hood>, Oven Rangehood
<block:cfm:range_hood_powered>, tile.range_hood_powered.name
<block:cfm:shower_bottom>, Shower
<block:cfm:shower_head_off>, Shower Head
<block:cfm:shower_head_on>, Shower Head (On)
<block:cfm:shower_top>, Shower
<block:cfm:stereo>, Stereo
<block:cfm:stone_path>, Stone Path
<block:cfm:table_acacia>, Acacia Table
<block:cfm:table_andesite>, Andesite Table
<block:cfm:table_birch>, Birch Table
<block:cfm:table_dark_oak>, Dark Oak Table
<block:cfm:table_diorite>, Diorite Table
<block:cfm:table_granite>, Granite Table
<block:cfm:table_jungle>, Jungle Table
<block:cfm:table_oak>, Oak Table
<block:cfm:table_outdoor>, Outdoor Table
<block:cfm:table_spruce>, Spruce Table
<block:cfm:table_stone>, Stone Table
<block:cfm:tap>, Tap
<block:cfm:toaster>, Toaster
<block:cfm:toilet>, Toilet
<block:cfm:trampoline>, Trampoline
<block:cfm:tree_bottom>, Christmas Tree
<block:cfm:tree_top>, Christmas Tree
<block:cfm:tv>, TV
<block:cfm:tv_stand>, Modern TV Stand
<block:cfm:upgraded_fence_acacia>, Acacia Upgraded Fence
<block:cfm:upgraded_fence_birch>, Birch Upgraded Fence
<block:cfm:upgraded_fence_dark_oak>, Dark Oak Upgraded Fence
<block:cfm:upgraded_fence_jungle>, Jungle Upgraded Fence
<block:cfm:upgraded_fence_nether_brick>, Nether Brick Upgraded Fence
<block:cfm:upgraded_fence_oak>, Oak Upgraded Fence
<block:cfm:upgraded_fence_spruce>, Spruce Upgraded Fence
<block:cfm:upgraded_gate_acacia>, Acacia Upgraded Gate
<block:cfm:upgraded_gate_birch>, Birch Upgraded Gate
<block:cfm:upgraded_gate_dark_oak>, Dark Oak Upgraded Gate
<block:cfm:upgraded_gate_jungle>, Jungle Upgraded Gate
<block:cfm:upgraded_gate_oak>, Oak Upgraded Gate
<block:cfm:upgraded_gate_spruce>, Spruce Upgraded Gate
<block:cfm:wall_cabinet>, Wall Cabinet
<block:cfm:washing_machine>, Washing Machine
